	GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
12874	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Management of companies and enterprises	2007	14023.0
12875	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Administrative and support and waste management and remediation services	2007	19632.0
12876	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Educational services	2007	469.0
12877	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Health care and social assistance	2007	42049.0
12878	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Arts, entertainment, and recreation	2007	5350.0
12879	37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Accommodation and food services	2007	19392.0
12880	37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Other services (except government and government enterprises)	2007	31945.0
12881	37141	FIPS_37141	Pender County	Southeast	Cape Fear	Government and government enterprises	2007	147454.0
12882	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2007	30560.0
12883	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2007	0.0
12884	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Utilities	2007	3143.0
12885	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Construction	2007	18070.0
12886	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Manufacturing	2007	3060.0
12887	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Wholesale trade	2007	11471.0
12888	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Retail trade	2007	9282.0
12889	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Transportation and warehousing	2007	
12890	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Information	2007	
12891	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Real estate and rental and leasing	2007	42132.0
12892	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Professional and business services	2007	23081.0
12893	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Management of companies and enterprises	2007	
12894	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2007	3998.0
12895	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Educational services	2007	
12896	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Health care and social assistance	2007	
12897	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Arts, entertainment, and recreation	2007	
12898	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Accommodation and food services	2007	
12899	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Other services (except government and government enterprises)	2007	8735.0
12900	37143	FIPS_37143	Perquimans County	Northeast	Northeastern	Government and government enterprises	2007	38990.0
12901	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2007	
12902	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2007	0.0
12903	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Utilities	2007	735456.0
12904	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Construction	2007	41527.0
12905	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Manufacturing	2007	186920.0
12906	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Wholesale trade	2007	50281.0
12907	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Retail trade	2007	68107.0
12908	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Transportation and warehousing	2007	
12909	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Information	2007	10290.0
12910	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Real estate and rental and leasing	2007	132487.0
12911	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Professional and business services	2007	51692.0
12912	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Management of companies and enterprises	2007	21713.0
12913	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2007	18820.0
12914	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Educational services	2007	1989.0
12915	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Health care and social assistance	2007	56021.0
12916	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2007	5337.0
12917	37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Accommodation and food services	2007	19963.0
12918	37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2007	26015.0
12919	37145	FIPS_37145	Person County	North Central	Kerr-Tar	Government and government enterprises	2007	137167.0
12920	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Agriculture, forestry, fishing and hunting	2007	49571.0
12921	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Mining, quarrying, and oil and gas extraction	2007	6664.0
12922	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Utilities	2007	4559.0
12923	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Construction	2007	393410.0
12924	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Manufacturing	2007	1274140.0
12925	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Wholesale trade	2007	176566.0
12926	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Retail trade	2007	400494.0
12927	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Transportation and warehousing	2007	47603.0
12928	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Information	2007	148096.0
12929	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Real estate and rental and leasing	2007	670193.0
12930	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Professional and business services	2007	360440.0
12931	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Management of companies and enterprises	2007	79509.0
12932	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Administrative and support and waste management and remediation services	2007	151794.0
12933	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Educational services	2007	27861.0
12934	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Health care and social assistance	2007	491479.0
12935	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Arts, entertainment, and recreation	2007	22352.0
12936	37147	FIPS_37147	Pitt County	Northeast	Region Q	   Accommodation and food services	2007	146411.0
12937	37147	FIPS_37147	Pitt County	Northeast	Region Q	  Other services (except government and government enterprises)	2007	119681.0
12938	37147	FIPS_37147	Pitt County	Northeast	Region Q	Government and government enterprises	2007	1543450.0
12939	37149	FIPS_37149	Polk County	Western	Region C	  Agriculture, forestry, fishing and hunting	2007	20690.0
12940	37149	FIPS_37149	Polk County	Western	Region C	  Mining, quarrying, and oil and gas extraction	2007	0.0
12941	37149	FIPS_37149	Polk County	Western	Region C	  Utilities	2007	579.0
12942	37149	FIPS_37149	Polk County	Western	Region C	  Construction	2007	32238.0
12943	37149	FIPS_37149	Polk County	Western	Region C	  Manufacturing	2007	30946.0
12944	37149	FIPS_37149	Polk County	Western	Region C	  Wholesale trade	2007	12237.0
12945	37149	FIPS_37149	Polk County	Western	Region C	  Retail trade	2007	23066.0
12946	37149	FIPS_37149	Polk County	Western	Region C	  Transportation and warehousing	2007	3070.0
12947	37149	FIPS_37149	Polk County	Western	Region C	  Information	2007	4936.0
12948	37149	FIPS_37149	Polk County	Western	Region C	   Real estate and rental and leasing	2007	74833.0
12949	37149	FIPS_37149	Polk County	Western	Region C	  Professional and business services	2007	39112.0
12950	37149	FIPS_37149	Polk County	Western	Region C	   Management of companies and enterprises	2007	
12951	37149	FIPS_37149	Polk County	Western	Region C	   Administrative and support and waste management and remediation services	2007	
12952	37149	FIPS_37149	Polk County	Western	Region C	   Educational services	2007	1151.0
12953	37149	FIPS_37149	Polk County	Western	Region C	   Health care and social assistance	2007	62293.0
12954	37149	FIPS_37149	Polk County	Western	Region C	   Arts, entertainment, and recreation	2007	8185.0
12955	37149	FIPS_37149	Polk County	Western	Region C	   Accommodation and food services	2007	8474.0
12956	37149	FIPS_37149	Polk County	Western	Region C	  Other services (except government and government enterprises)	2007	14716.0
12957	37149	FIPS_37149	Polk County	Western	Region C	Government and government enterprises	2007	50372.0
12958	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Agriculture, forestry, fishing and hunting	2007	79948.0
12959	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Mining, quarrying, and oil and gas extraction	2007	2463.0
12960	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Utilities	2007	11574.0
12961	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Construction	2007	245136.0
12962	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Manufacturing	2007	1242120.0
12963	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Wholesale trade	2007	234037.0
12964	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Retail trade	2007	210185.0
12965	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Transportation and warehousing	2007	77720.0
12966	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Information	2007	36511.0
12967	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Real estate and rental and leasing	2007	453334.0
12968	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Professional and business services	2007	195814.0
12969	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Management of companies and enterprises	2007	26068.0
12970	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Administrative and support and waste management and remediation services	2007	109768.0
12971	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Educational services	2007	7901.0
12972	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Health care and social assistance	2007	203571.0
12973	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Arts, entertainment, and recreation	2007	29865.0
12974	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Accommodation and food services	2007	69365.0
12975	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Other services (except government and government enterprises)	2007	122300.0
12976	37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	Government and government enterprises	2007	375101.0
12977	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Agriculture, forestry, fishing and hunting	2007	40302.0
12978	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Mining, quarrying, and oil and gas extraction	2007	33147.0
12979	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Utilities	2007	92547.0
12980	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Construction	2007	39498.0
12981	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Manufacturing	2007	404006.0
12982	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Wholesale trade	2007	23342.0
12983	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Retail trade	2007	81563.0
12984	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Transportation and warehousing	2007	40893.0
12985	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Information	2007	12040.0
12986	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Real estate and rental and leasing	2007	157539.0
12987	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Professional and business services	2007	54472.0
12988	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Management of companies and enterprises	2007	
12989	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Administrative and support and waste management and remediation services	2007	11759.0
12990	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Educational services	2007	
12991	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Health care and social assistance	2007	
12992	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Arts, entertainment, and recreation	2007	1864.0
12993	37153	FIPS_37153	Richmond County	South Central	Lumber River	   Accommodation and food services	2007	21051.0
12994	37153	FIPS_37153	Richmond County	South Central	Lumber River	  Other services (except government and government enterprises)	2007	30944.0
12995	37153	FIPS_37153	Richmond County	South Central	Lumber River	Government and government enterprises	2007	179422.0
12996	37155	FIPS_37155	Robeson County	South Central		  Agriculture, forestry, fishing and hunting	2007	68865.0
12997	37155	FIPS_37155	Robeson County	South Central		  Mining, quarrying, and oil and gas extraction	2007	33.0
12998	37155	FIPS_37155	Robeson County	South Central		  Utilities	2007	51489.0
12999	37155	FIPS_37155	Robeson County	South Central		  Construction	2007	156656.0
13000	37155	FIPS_37155	Robeson County	South Central		  Manufacturing	2007	1183138.0
13001	37155	FIPS_37155	Robeson County	South Central		  Wholesale trade	2007	128606.0
13002	37155	FIPS_37155	Robeson County	South Central		  Retail trade	2007	211051.0
13003	37155	FIPS_37155	Robeson County	South Central		  Transportation and warehousing	2007	56858.0
13004	37155	FIPS_37155	Robeson County	South Central		  Information	2007	26096.0
13005	37155	FIPS_37155	Robeson County	South Central		   Real estate and rental and leasing	2007	382358.0
13006	37155	FIPS_37155	Robeson County	South Central		  Professional and business services	2007	106546.0
13007	37155	FIPS_37155	Robeson County	South Central		   Management of companies and enterprises	2007	24796.0
13008	37155	FIPS_37155	Robeson County	South Central		   Administrative and support and waste management and remediation services	2007	41831.0
13009	37155	FIPS_37155	Robeson County	South Central		   Educational services	2007	12284.0
13010	37155	FIPS_37155	Robeson County	South Central		   Health care and social assistance	2007	363813.0
13011	37155	FIPS_37155	Robeson County	South Central		   Arts, entertainment, and recreation	2007	6276.0
13012	37155	FIPS_37155	Robeson County	South Central		   Accommodation and food services	2007	74208.0
13013	37155	FIPS_37155	Robeson County	South Central		  Other services (except government and government enterprises)	2007	76216.0
13014	37155	FIPS_37155	Robeson County	South Central		Government and government enterprises	2007	503921.0
13015	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2007	7492.0
13016	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2007	2851.0
13017	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Utilities	2007	65532.0
13018	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Construction	2007	107814.0
13019	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2007	1301386.0
13020	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2007	104111.0
13021	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2007	140057.0
13022	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2007	52119.0
13023	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Information	2007	24418.0
13024	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2007	316029.0
13025	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2007	114550.0
13026	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2007	
13027	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2007	64759.0
13028	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Educational services	2007	6296.0
13029	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2007	194770.0
13030	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2007	7745.0
13031	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2007	48387.0
13032	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2007	67410.0
13033	37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2007	267616.0
13034	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Agriculture, forestry, fishing and hunting	2007	12726.0
13035	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Mining, quarrying, and oil and gas extraction	2007	54898.0
13036	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Utilities	2007	107429.0
13037	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Construction	2007	207402.0
13038	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Manufacturing	2007	936520.0
13039	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Wholesale trade	2007	209265.0
13040	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Retail trade	2007	250328.0
13041	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Transportation and warehousing	2007	198220.0
13042	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Information	2007	43584.0
13043	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Real estate and rental and leasing	2007	439409.0
13044	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Professional and business services	2007	350868.0
13045	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Management of companies and enterprises	2007	
13046	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Administrative and support and waste management and remediation services	2007	64555.0
13047	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Educational services	2007	41948.0
13048	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Health care and social assistance	2007	269142.0
13049	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Arts, entertainment, and recreation	2007	21088.0
13050	37159	FIPS_37159	Rowan County	Southwest	Centralina	   Accommodation and food services	2007	70141.0
13051	37159	FIPS_37159	Rowan County	Southwest	Centralina	  Other services (except government and government enterprises)	2007	108029.0
13052	37159	FIPS_37159	Rowan County	Southwest	Centralina	Government and government enterprises	2007	647672.0
13053	37161	FIPS_37161	Rutherford County	Western	Region C	  Agriculture, forestry, fishing and hunting	2007	
13054	37161	FIPS_37161	Rutherford County	Western	Region C	  Mining, quarrying, and oil and gas extraction	2007	18712.0
13055	37161	FIPS_37161	Rutherford County	Western	Region C	  Utilities	2007	
13056	37161	FIPS_37161	Rutherford County	Western	Region C	  Construction	2007	82158.0
13057	37161	FIPS_37161	Rutherford County	Western	Region C	  Manufacturing	2007	350367.0
13058	37161	FIPS_37161	Rutherford County	Western	Region C	  Wholesale trade	2007	
13059	37161	FIPS_37161	Rutherford County	Western	Region C	  Retail trade	2007	117083.0
13060	37161	FIPS_37161	Rutherford County	Western	Region C	  Transportation and warehousing	2007	32683.0
13061	37161	FIPS_37161	Rutherford County	Western	Region C	  Information	2007	83829.0
13062	37161	FIPS_37161	Rutherford County	Western	Region C	   Real estate and rental and leasing	2007	236053.0
13063	37161	FIPS_37161	Rutherford County	Western	Region C	  Professional and business services	2007	69642.0
13064	37161	FIPS_37161	Rutherford County	Western	Region C	   Management of companies and enterprises	2007	20728.0
13065	37161	FIPS_37161	Rutherford County	Western	Region C	   Administrative and support and waste management and remediation services	2007	27759.0
13066	37161	FIPS_37161	Rutherford County	Western	Region C	   Educational services	2007	7971.0
13067	37161	FIPS_37161	Rutherford County	Western	Region C	   Health care and social assistance	2007	143820.0
13068	37161	FIPS_37161	Rutherford County	Western	Region C	   Arts, entertainment, and recreation	2007	15314.0
13069	37161	FIPS_37161	Rutherford County	Western	Region C	   Accommodation and food services	2007	36403.0
13070	37161	FIPS_37161	Rutherford County	Western	Region C	  Other services (except government and government enterprises)	2007	45854.0
13071	37161	FIPS_37161	Rutherford County	Western	Region C	Government and government enterprises	2007	194105.0
13072	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Agriculture, forestry, fishing and hunting	2007	315734.0
13073	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Mining, quarrying, and oil and gas extraction	2007	1457.0
13074	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Utilities	2007	871.0
13075	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Construction	2007	83185.0
13076	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Manufacturing	2007	400726.0
13077	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Wholesale trade	2007	108550.0
13078	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Retail trade	2007	97014.0
13079	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Transportation and warehousing	2007	
13080	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Information	2007	41477.0
13081	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Real estate and rental and leasing	2007	206169.0
13082	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Professional and business services	2007	91040.0
13083	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Management of companies and enterprises	2007	26971.0
13084	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Administrative and support and waste management and remediation services	2007	26166.0
13085	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Educational services	2007	
13086	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Health care and social assistance	2007	
13087	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Arts, entertainment, and recreation	2007	2204.0
13088	37163	FIPS_37163	Sampson County	South Central	Triangle South	   Accommodation and food services	2007	25025.0
13089	37163	FIPS_37163	Sampson County	South Central	Triangle South	  Other services (except government and government enterprises)	2007	50503.0
13090	37163	FIPS_37163	Sampson County	South Central	Triangle South	Government and government enterprises	2007	243590.0
13091	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Agriculture, forestry, fishing and hunting	2007	37431.0
13092	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Mining, quarrying, and oil and gas extraction	2007	0.0
13093	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Utilities	2007	
13094	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Construction	2007	28934.0
13095	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Manufacturing	2007	277171.0
13096	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Wholesale trade	2007	
13097	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Retail trade	2007	70425.0
13098	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Transportation and warehousing	2007	26952.0
13099	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Information	2007	16390.0
13100	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Real estate and rental and leasing	2007	118219.0
13101	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Professional and business services	2007	59570.0
13102	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Management of companies and enterprises	2007	17831.0
13103	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Administrative and support and waste management and remediation services	2007	30587.0
13104	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Educational services	2007	
13105	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Health care and social assistance	2007	
13106	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Arts, entertainment, and recreation	2007	2600.0
13107	37165	FIPS_37165	Scotland County	South Central	Lumber River	   Accommodation and food services	2007	26272.0
13108	37165	FIPS_37165	Scotland County	South Central	Lumber River	  Other services (except government and government enterprises)	2007	23789.0
13109	37165	FIPS_37165	Scotland County	South Central	Lumber River	Government and government enterprises	2007	140677.0
13110	37167	FIPS_37167	Stanly County	Southwest		  Agriculture, forestry, fishing and hunting	2007	26713.0
13111	37167	FIPS_37167	Stanly County	Southwest		  Mining, quarrying, and oil and gas extraction	2007	2965.0
13112	37167	FIPS_37167	Stanly County	Southwest		  Utilities	2007	18217.0
13113	37167	FIPS_37167	Stanly County	Southwest		  Construction	2007	95611.0
13114	37167	FIPS_37167	Stanly County	Southwest		  Manufacturing	2007	329488.0
13115	37167	FIPS_37167	Stanly County	Southwest		  Wholesale trade	2007	56060.0
13116	37167	FIPS_37167	Stanly County	Southwest		  Retail trade	2007	121254.0
13117	37167	FIPS_37167	Stanly County	Southwest		  Transportation and warehousing	2007	21664.0
13118	37167	FIPS_37167	Stanly County	Southwest		  Information	2007	13990.0
13119	37167	FIPS_37167	Stanly County	Southwest		   Real estate and rental and leasing	2007	194910.0
13120	37167	FIPS_37167	Stanly County	Southwest		  Professional and business services	2007	77859.0
13121	37167	FIPS_37167	Stanly County	Southwest		   Management of companies and enterprises	2007	22423.0
13122	37167	FIPS_37167	Stanly County	Southwest		   Administrative and support and waste management and remediation services	2007	25772.0
13123	37167	FIPS_37167	Stanly County	Southwest		   Educational services	2007	20873.0
13124	37167	FIPS_37167	Stanly County	Southwest		   Health care and social assistance	2007	128563.0
13125	37167	FIPS_37167	Stanly County	Southwest		   Arts, entertainment, and recreation	2007	4196.0
13126	37167	FIPS_37167	Stanly County	Southwest		   Accommodation and food services	2007	32623.0
13127	37167	FIPS_37167	Stanly County	Southwest		  Other services (except government and government enterprises)	2007	52234.0
13128	37167	FIPS_37167	Stanly County	Southwest		Government and government enterprises	2007	213601.0
13129	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2007	
13130	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2007	0.0
13131	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Utilities	2007	
13132	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Construction	2007	48302.0
13133	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2007	77094.0
13134	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2007	16813.0
13135	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2007	38600.0
13136	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2007	6819.0
13137	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Information	2007	
13138	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2007	138429.0
13139	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2007	39679.0
13140	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2007	13939.0
13141	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2007	9641.0
13142	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Educational services	2007	2328.0
13143	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2007	48819.0
13144	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2007	1679.0
13145	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2007	14988.0
13146	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2007	35421.0
13147	37169	FIPS_37169	Stokes County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2007	116430.0
13148	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2007	43873.0
13149	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2007	10244.0
13150	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Utilities	2007	6107.0
13151	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Construction	2007	200506.0
13152	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2007	493657.0
13153	37171	FIPS_37171	Surry County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2007	122628.0
