,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
70,37139,"Pasquotank, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,118358,122459,132555,134990,144474,155676,166241,169224,160042,158986,156069,155187,152358,109407,105073,101567,102522,104828
71,37141,"Pender, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,63384,66179,71046,73630,78422,82205,88091,94448,97000,97036,92501,99694,102974,105477,112671,116568,118899,126359
72,37143,"Perquimans, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,18942,18856,19300,20713,22111,23146,24221,25102,24952,24460,23917,23927,24704,24845,25697,25918,25940,26844
73,37145,"Person, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,61939,59421,61859,65523,68546,74092,76750,76023,74347,73811,70564,69531,69892,70281,73179,73650,73989,76232
74,37147,"Pitt, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,477896,494569,(D),571968,621504,658536,702194,751055,760424,779144,787388,823638,860426,850420,1029158,1008739,1041154,1077703
75,37149,"Polk, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,23542,24412,26139,28909,29231,32534,34417,36794,35652,36092,34792,35486,36155,34342,36283,39638,39452,41349
76,37151,"Randolph, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,172260,182926,183008,190939,203559,215757,233017,240393,237707,238848,232878,232642,236594,235650,240860,241812,247578,252714
77,37153,"Richmond, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,73068,72836,75078,78791,82289,88064,94047,97517,94308,92854,90134,91423,93669,93050,97717,98667,100461,102449
78,37155,"Robeson, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,216144,222195,232203,239801,254926,262884,273330,282676,282781,283859,276713,270610,278597,279975,289485,290855,297322,304934
79,37157,"Rockingham, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,148248,145364,150806,158299,160549,167977,173618,177848,177709,175649,168361,166770,167747,168369,171558,167860,168373,167705
80,37159,"Rowan, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,185483,181477,187547,196891,206972,219543,237915,243484,246701,244628,238325,238684,238283,235491,242635,248175,257848,265434
81,37161,"Rutherford, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,99942,102446,105168,106550,111137,116823,123775,128862,128193,126732,122552,122366,121489,121855,128299,128399,129979,134521
82,37163,"Sampson, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,105288,111454,(D),126659,135160,142664,150145,155531,156826,162560,161890,159905,161188,158775,164323,164479,166566,173606
83,37165,"Scotland, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,69335,71313,75340,77501,79507,85280,89997,93317,91330,90467,86230,83156,81970,80102,83451,83164,85918,87544
84,37167,"Stanly, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,85839,89564,91471,95724,101567,108110,114163,117700,117784,115018,111136,110761,108916,111914,118595,176620,180106,183329
85,37169,"Stokes, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,58709,59784,61673,64348,66884,70281,73320,74714,75084,75835,74634,73661,73939,72675,75715,75245,75919,78307
86,37171,"Surry, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,140416,142875,146005,156118,163580,172957,181701,187415,186130,182080,184310,178833,179148,177310,191166,194567,200134,207157
87,37173,"Swain, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,50598,56580,65917,74145,78045,81893,87294,93048,98180,99343,99522,101804,105690,112821,125069,132206,136448,146449
88,37175,"Transylvania, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,42105,43199,42395,44237,46088,49405,52484,55169,55236,55572,54258,55430,57740,59098,61093,62290,62011,64174
89,37177,"Tyrrell, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,8563,8557,8897,9365,9955,10470,10605,11153,11208,11257,11004,10779,10768,10888,10876,11178,11616,12058
90,37179,"Union, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,222964,245895,273883,305002,335593,377830,428990,470420,475985,473621,465913,480277,495267,508113,457319,496516,509887,536505
91,37181,"Vance, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,79789,81032,82889,84027,89007,92375,98343,99705,98462,97454,92476,88331,91789,91265,95675,94739,95114,95593
92,37183,"Wake, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,1319191,(D),(D),1638657,1817564,1529256,1681197,1785319,1809373,1810597,1813633,1844481,1881386,1956920,2096875,2150278,2251913,2358185
93,37185,"Warren, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,30969,31604,(D),34358,35323,35466,38186,40069,40203,40422,38427,37781,38387,39272,40975,41007,40829,40837
94,37187,"Washington, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,32728,34202,35503,38494,40032,40557,41369,43136,43838,44189,41274,39838,40727,38697,31130,30432,30557,30506
95,37189,"Watauga, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,71446,65701,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
96,37191,"Wayne, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,194342,172222,175835,181998,190586,199462,214194,225357,222104,222589,218749,222806,225952,226547,235202,239136,246498,255452
97,37193,"Wilkes, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,120994,123276,129993,131921,142693,150444,153562,158958,155148,155637,154346,149844,151076,152699,161201,159694,165534,123225
98,37195,"Wilson, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,181726,186916,196584,208580,227755,241788,243009,251778,251439,254459,258548,259997,257219,198965,196867,199915,201952,203488
99,37197,"Yadkin, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,49869,(D),51871,55485,55800,59622,64107,65695,67788,66851,64823,63599,63166,62805,66538,66794,68505,70724
100,37199,"Yancey, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,23139,23315,24089,25793,26921,28519,29433,32101,31194,31842,31342,30874,31547,31784,33008,40118,41405,40536
